# RadiaCode XML energy-recalibrated spectrum
# Calibration,E_keV = 5.151420584 + 2.431018093*c + 0.000374694301*c^2
# Channel indexing,zero-based RadiaCode XML channel index
# Name,RadiaCode-103
# SpectrumName,Am-241 Spectrum 21-06-2026
# SerialNumber,RC-103-006489
# StartTime,2026-06-21T18:01:58
# EndTime,2026-06-21T18:10:50
# MeasurementTime,532
# NumberOfChannels,1024
# Original_XML_Calibration,E_keV = 8.0997305 + 2.35303*c + 0.0003807156*c^2

Energy_keV,Counts
1224.934933,0
1227.717039,0
1230.499895,0
1233.283501,0
1236.067856,0
1238.852960,0
1241.638813,0
1244.425416,0
1247.212769,0
1250.000871,0
1252.789722,0
1255.579322,0
1258.369672,0
1261.160771,0
1263.952620,1
1266.745218,0
1269.538566,0
1272.332663,0
1275.127509,1
1277.923105,0
1280.719450,0
1283.516544,0
1286.314388,0
1289.112981,1
1291.912324,0
1294.712416,1
1297.513257,0
1300.314848,0
1303.117188,0
1305.920277,0
1308.724116,0
1311.528705,0
1314.334042,1
1317.140129,0
1319.946966,0
1322.754552,0
1325.562887,0
1328.371972,0
1331.181806,0
1333.992389,2
1336.803722,0
1339.615804,0
1342.428636,0
1345.242217,0
1348.056547,0
1350.871627,0
1353.687456,0
1356.504034,0
1359.321362,0
1362.139440,0
1364.958266,0
1367.777842,0
1370.598168,0
1373.419243,0
1376.241067,0
1379.063641,0
1381.886964,0
1384.711036,0
1387.535858,0
1390.361429,2
1393.187750,0
1396.014820,0
1398.842639,0
1401.671208,0
1404.500526,0
1407.330593,0
1410.161410,0
1412.992977,0
1415.825292,0
1418.658357,0
1421.492172,0
1424.326736,1
1427.162049,0
1429.998112,0
1432.834924,0
1435.672485,1
1438.510796,2
1441.349856,0
1444.189666,0
1447.030225,0
1449.871533,0
1452.713591,0
1455.556398,0
1458.399954,1
1461.244260,0
1464.089316,0
1466.935120,0
1469.781674,0
1472.628978,0
1475.477031,0
1478.325833,0
1481.175384,0
1484.025685,0
1486.876736,0
1489.728536,1
1492.581085,0
1495.434383,0
1498.288431,0
1501.143229,1
1503.998775,0
1506.855072,0
1509.712117,0
1512.569912,0
1515.428456,0
1518.287750,0
1521.147793,0
